REGION_NO,ADM2_EN,ADM3_EN,ADM3_CODE,TOTAL_EMPLOYED,AGRI_EMPLOYED,PERCENT_AGRI
5,CAMARINES SUR,Ocampo,PH051725000,205.0,86.0,41.95
5,CAMARINES SUR,Pamplona,PH051726000,138.0,50.0,36.23
5,CAMARINES SUR,Pasacao,PH051727000,161.0,17.0,10.56
5,CAMARINES SUR,Pili,PH051728000,399.0,51.0,12.78
5,CAMARINES SUR,Presentacion,PH051729000,69.0,31.0,44.93
5,CAMARINES SUR,Ragay,PH051730000,177.0,44.0,24.86
5,CAMARINES SUR,Sagñay,PH051731000,98.0,46.0,46.94
5,CAMARINES SUR,San Fernando,PH051732000,95.0,26.0,27.37
5,CAMARINES SUR,San Jose,PH051733000,74.0,25.0,33.78
5,CAMARINES SUR,Sipocot,PH051734000,103.0,57.0,55.34
5,CAMARINES SUR,Siruma,PH051735000,81.0,39.0,48.15
5,CAMARINES SUR,Tigaon,PH051736000,252.0,45.0,17.86
5,CAMARINES SUR,Tinambac,PH051737000,260.0,106.0,40.77
10,CAMIGUIN,Catarman,PH101801000,542.0,159.0,29.34
10,CAMIGUIN,Guinsiliban,PH101802000,208.0,62.0,29.81
10,CAMIGUIN,Mahinog,PH101803000,411.0,121.0,29.44
10,CAMIGUIN,Mambajao,PH101804000,1500.0,249.0,16.6
10,CAMIGUIN,Sagay,PH101805000,364.0,138.0,37.91
6,CAPIZ,Cuartero,PH061901000,231.0,145.0,62.77
6,CAPIZ,Dao,PH061902000,289.0,148.0,51.21
6,CAPIZ,Dumalag,PH061903000,174.0,103.0,59.2
6,CAPIZ,Dumarao,PH061904000,341.0,252.0,73.9
6,CAPIZ,Ivisan,PH061905000,267.0,74.0,27.72
6,CAPIZ,Jamindan,PH061906000,424.0,239.0,56.37
6,CAPIZ,Ma-Ayon,PH061907000,239.0,180.0,75.31
6,CAPIZ,Mambusao,PH061908000,186.0,73.0,39.25
6,CAPIZ,Panay,PH061909000,343.0,162.0,47.23
6,CAPIZ,Panitan,PH061910000,301.0,163.0,54.15
6,CAPIZ,Pilar,PH061911000,282.0,128.0,45.39
6,CAPIZ,Pontevedra,PH061912000,363.0,116.0,31.96
6,CAPIZ,President Roxas,PH061913000,430.0,179.0,41.63
6,CAPIZ,City of Roxas,PH061914000,1527.0,110.0,7.2
6,CAPIZ,Sapi-An,PH061915000,145.0,65.0,44.83
6,CAPIZ,Sigma,PH061916000,288.0,142.0,49.31
6,CAPIZ,Tapaz,PH061917000,484.0,292.0,60.33
5,CATANDUANES,Bagamanoc,PH052001000,377.0,173.0,45.89
5,CATANDUANES,Baras,PH052002000,230.0,71.0,30.87
5,CATANDUANES,Bato,PH052003000,527.0,164.0,31.12
5,CATANDUANES,Caramoran,PH052004000,635.0,308.0,48.5
5,CATANDUANES,Gigmoto,PH052005000,146.0,83.0,56.85
5,CATANDUANES,Pandan,PH052006000,617.0,280.0,45.38
5,CATANDUANES,Panganiban,PH052007000,219.0,88.0,40.18
5,CATANDUANES,San Andres,PH052008000,716.0,184.0,25.7
5,CATANDUANES,San Miguel,PH052009000,354.0,165.0,46.61
5,CATANDUANES,Viga,PH052010000,526.0,270.0,51.33
5,CATANDUANES,Virac,PH052011000,1886.0,164.0,8.7
4,CAVITE,Alfonso,PH042101000,153.0,24.0,15.69
4,CAVITE,Amadeo,PH042102000,43.0,6.0,13.95
4,CAVITE,City of Bacoor,PH042103000,681.0,7.0,1.03
4,CAVITE,City of Carmona,PH042104000,285.0,5.0,1.75
8,CAVITE,City of Cavite,PH042105000,246.0,8.0,3.25
4,CAVITE,City of Dasmariñas,PH042106000,896.0,4.0,0.45
4,CAVITE,General Emilio Aguinaldo,PH042107000,19.0,2.0,10.53
4,CAVITE,City of General Trias,PH042108000,427.0,2.0,0.47
4,CAVITE,City of Imus,PH042109000,643.0,10.0,1.56
4,CAVITE,Indang,PH042110000,106.0,12.0,11.32
4,CAVITE,Kawit,PH042111000,85.0,0.0,0.0
4,CAVITE,Magallanes,PH042112000,67.0,15.0,22.39
4,CAVITE,Maragondon,PH042113000,76.0,16.0,21.05
4,CAVITE,Mendez,PH042114000,60.0,4.0,6.67
4,CAVITE,Naic,PH042115000,206.0,9.0,4.37
4,CAVITE,Noveleta,PH042116000,24.0,1.0,4.17
4,CAVITE,Rosario,PH042117000,463.0,9.0,1.94
4,CAVITE,Silang,PH042118000,485.0,30.0,6.19
4,CAVITE,City of Tagaytay,PH042119000,251.0,5.0,1.99
4,CAVITE,Tanza,PH042120000,375.0,15.0,4.0
4,CAVITE,Ternate,PH042121000,7.0,0.0,0.0
4,CAVITE,City of Trece Martires,PH042122000,220.0,2.0,0.91
4,CAVITE,Gen. Mariano Alvarez,PH042123000,118.0,0.0,0.0
7,CEBU,Alcantara,PH072201000,14.0,3.0,21.43
7,CEBU,Alcoy,PH072202000,4.0,0.0,0.0
7,CEBU,Alegria,PH072203000,117.0,56.0,47.86
7,CEBU,Aloguinsan,PH072204000,2.0,0.0,0.0
7,CEBU,Argao,PH072205000,101.0,30.0,29.7
7,CEBU,Asturias,PH072206000,149.0,62.0,41.61
7,CEBU,Badian,PH072207000,97.0,53.0,54.64
7,CEBU,Balamban,PH072208000,193.0,34.0,17.62
7,CEBU,Bantayan,PH072209000,113.0,54.0,47.79
7,CEBU,Barili,PH072210000,76.0,39.0,51.32
7,CEBU,City of Bogo,PH072211000,158.0,38.0,24.05
7,CEBU,Boljoon,PH072212000,26.0,16.0,61.54
7,CEBU,Borbon,PH072213000,53.0,17.0,32.08
7,CEBU,City of Carcar,PH072214000,224.0,53.0,23.66
7,CEBU,Carmen,PH072215000,92.0,42.0,45.65
7,CEBU,Catmon,PH072216000,97.0,39.0,40.21
7,CEBU,City of Cebu,PH072217000,7742.0,284.0,3.67
7,CEBU,Compostela,PH072218000,49.0,1.0,2.04
7,CEBU,Consolacion,PH072219000,238.0,6.0,2.52
7,CEBU,Cordova,PH072220000,85.0,3.0,3.53
7,CEBU,Daanbantayan,PH072221000,195.0,65.0,33.33
7,CEBU,Dalaguete,PH072222000,105.0,23.0,21.9
7,CEBU,Danao City,PH072223000,381.0,53.0,13.91
7,CEBU,Dumanjug,PH072224000,43.0,14.0,32.56
7,CEBU,Ginatilan,PH072225000,17.0,11.0,64.71
7,CEBU,City of Lapu-Lapu,PH072226000,5943.0,163.0,2.74
7,CEBU,Liloan,PH072227000,311.0,25.0,8.04
7,CEBU,Madridejos,PH072228000,68.0,21.0,30.88
7,CEBU,Malabuyoc,PH072229000,28.0,20.0,71.43
7,CEBU,City of Mandaue,PH072230000,5125.0,26.0,0.51
7,CEBU,Medellin,PH072231000,153.0,52.0,33.99
7,CEBU,Minglanilla,PH072232000,155.0,5.0,3.23
7,CEBU,Moalboal,PH072233000,66.0,14.0,21.21
7,CEBU,City of Naga,PH072234000,245.0,23.0,9.39
7,CEBU,Oslob,PH072235000,102.0,39.0,38.24
7,CEBU,Pilar,PH072236000,5.0,0.0,0.0
7,CEBU,Pinamungajan,PH072237000,47.0,8.0,17.02
7,CEBU,Poro,PH072238000,51.0,16.0,31.37
7,CEBU,Ronda,PH072239000,119.0,66.0,55.46
7,CEBU,Samboan,PH072240000,41.0,9.0,21.95
7,CEBU,San Fernando,PH072241000,109.0,20.0,18.35
7,CEBU,San Francisco,PH072242000,86.0,29.0,33.72
7,CEBU,San Remigio,PH072243000,60.0,20.0,33.33
7,CEBU,Santa Fe,PH072244000,95.0,35.0,36.84
7,CEBU,Santander,PH072245000,71.0,22.0,30.99
7,CEBU,Sibonga,PH072246000,124.0,24.0,19.35
7,CEBU,Sogod,PH072247000,98.0,39.0,39.8
7,CEBU,Tabogon,PH072248000,89.0,32.0,35.96
7,CEBU,Tabuelan,PH072249000,5.0,2.0,40.0
7,CEBU,City of Talisay,PH072250000,438.0,6.0,1.37
7,CEBU,City of Toledo,PH072251000,265.0,49.0,18.49
7,CEBU,Tuburan,PH072252000,118.0,46.0,38.98
7,CEBU,Tudela,PH072253000,5.0,3.0,60.0
11,DAVAO DEL NORTE,Asuncion,PH112301000,364.0,207.0,56.87
11,DAVAO DEL NORTE,Carmen,PH112303000,342.0,113.0,33.04
11,DAVAO DEL NORTE,Kapalong,PH112305000,241.0,94.0,39.0
11,DAVAO DEL NORTE,New Corella,PH112314000,379.0,206.0,54.35
11,DAVAO DEL NORTE,City of Panabo,PH112315000,1255.0,356.0,28.37
11,DAVAO DEL NORTE,Island Garden City of Samal,PH112317000,512.0,144.0,28.12
11,DAVAO DEL NORTE,Santo Tomas,PH112318000,566.0,304.0,53.71
11,DAVAO DEL NORTE,City of Tagum,PH112319000,1964.0,148.0,7.54
11,DAVAO DEL NORTE,Talaingod,PH112322000,155.0,117.0,75.48
11,DAVAO DEL NORTE,Braulio E. Dujali,PH112323000,129.0,73.0,56.59
11,DAVAO DEL NORTE,San Isidro,PH112324000,298.0,179.0,60.07
11,DAVAO DEL SUR,Bansalan,PH112401000,480.0,176.0,36.67
11,DAVAO DEL SUR,City of Davao,PH112402000,7346.0,677.0,9.22
11,DAVAO DEL SUR,City of Digos,PH112403000,1761.0,415.0,23.57
11,DAVAO DEL SUR,Hagonoy,PH112404000,362.0,174.0,48.07
11,DAVAO DEL SUR,Kiblawan,PH112406000,314.0,201.0,64.01
11,DAVAO DEL SUR,Magsaysay,PH112407000,436.0,226.0,51.83
11,DAVAO DEL SUR,Malalag,PH112408000,230.0,105.0,45.65
11,DAVAO DEL SUR,Matanao,PH112410000,475.0,235.0,49.47
11,DAVAO DEL SUR,Padada,PH112411000,196.0,68.0,34.69
11,DAVAO DEL SUR,Santa Cruz,PH112412000,685.0,166.0,24.23
11,DAVAO DEL SUR,Sulop,PH112414000,417.0,209.0,50.12
11,DAVAO ORIENTAL,Baganga,PH112501000,734.0,302.0,41.14
11,DAVAO ORIENTAL,Banaybanay,PH112502000,293.0,126.0,43.0
11,DAVAO ORIENTAL,Boston,PH112503000,152.0,90.0,59.21
11,DAVAO ORIENTAL,Caraga,PH112504000,332.0,213.0,64.16
11,DAVAO ORIENTAL,Cateel,PH112505000,726.0,412.0,56.75
11,DAVAO ORIENTAL,Governor Generoso,PH112506000,597.0,272.0,45.56
11,DAVAO ORIENTAL,Lupon,PH112507000,657.0,263.0,40.03
11,DAVAO ORIENTAL,Manay,PH112508000,319.0,179.0,56.11
11,DAVAO ORIENTAL,City of Mati,PH112509000,1799.0,554.0,30.79
11,DAVAO ORIENTAL,San Isidro,PH112510000,157.0,63.0,40.13
11,DAVAO ORIENTAL,Tarragona,PH112511000,357.0,228.0,63.87
8,EASTERN SAMAR,Arteche,PH082601000,285.0,126.0,44.21
8,EASTERN SAMAR,Balangiga,PH082602000,184.0,71.0,38.59
8,EASTERN SAMAR,Balangkayan,PH082603000,102.0,44.0,43.14
8,EASTERN SAMAR,City of Borongan,PH082604000,1132.0,172.0,15.19
8,EASTERN SAMAR,Can-Avid,PH082605000,156.0,57.0,36.54
8,EASTERN SAMAR,Dolores,PH082606000,642.0,253.0,39.41
8,EASTERN SAMAR,General Macarthur,PH082607000,156.0,64.0,41.03
8,EASTERN SAMAR,Giporlos,PH082608000,191.0,71.0,37.17
8,EASTERN SAMAR,Guiuan,PH082609000,761.0,160.0,21.02
8,EASTERN SAMAR,Hernani,PH082610000,90.0,20.0,22.22
8,EASTERN SAMAR,Jipapad,PH082611000,106.0,53.0,50.0
8,EASTERN SAMAR,Lawaan,PH082612000,173.0,64.0,36.99
8,EASTERN SAMAR,Llorente,PH082613000,205.0,71.0,34.63
8,EASTERN SAMAR,Maydolong,PH082615000,139.0,45.0,32.37
8,EASTERN SAMAR,Mercedes,PH082616000,126.0,43.0,34.13
8,EASTERN SAMAR,Oras,PH082617000,469.0,192.0,40.94
8,EASTERN SAMAR,Quinapondan,PH082618000,82.0,33.0,40.24
8,EASTERN SAMAR,Salcedo,PH082619000,289.0,126.0,43.6
8,EASTERN SAMAR,San Julian,PH082620000,132.0,43.0,32.58
8,EASTERN SAMAR,San Policarpo,PH082621000,126.0,62.0,49.21
8,EASTERN SAMAR,Sulat,PH082622000,173.0,63.0,36.42
8,EASTERN SAMAR,Taft,PH082623000,334.0,115.0,34.43
14,IFUGAO,Banaue,PH142701000,606.0,300.0,49.5
14,IFUGAO,Hungduan,PH142702000,232.0,123.0,53.02
14,IFUGAO,Kiangan,PH142703000,379.0,193.0,50.92
14,IFUGAO,Lagawe,PH142704000,810.0,326.0,40.25
14,IFUGAO,Lamut,PH142705000,1128.0,506.0,44.86
14,IFUGAO,Mayoyao,PH142706000,617.0,416.0,67.42
14,IFUGAO,Alfonso Lista,PH142707000,1204.0,709.0,58.89
14,IFUGAO,Aguinaldo,PH142708000,525.0,391.0,74.48
14,IFUGAO,Hingyon,PH142709000,238.0,128.0,53.78
14,IFUGAO,Tinoc,PH142710000,642.0,513.0,79.91
14,IFUGAO,Asipulo,PH142711000,283.0,183.0,64.66
1,ILOCOS NORTE,Adams,PH012801000,78.0,47.0,60.26
1,ILOCOS NORTE,Bacarra,PH012802000,421.0,205.0,48.69
1,ILOCOS NORTE,Badoc,PH012803000,517.0,317.0,61.32
1,ILOCOS NORTE,Bangui,PH012804000,357.0,159.0,44.54
1,ILOCOS NORTE,City of Batac,PH012805000,843.0,363.0,43.06
1,ILOCOS NORTE,Burgos,PH012806000,94.0,46.0,48.94
1,ILOCOS NORTE,Carasi,PH012807000,19.0,16.0,84.21
1,ILOCOS NORTE,Currimao,PH012808000,224.0,80.0,35.71
1,ILOCOS NORTE,Dingras,PH012809000,711.0,523.0,73.56
1,ILOCOS NORTE,Dumalneg,PH012810000,42.0,14.0,33.33
1,ILOCOS NORTE,Banna,PH012811000,240.0,160.0,66.67
1,ILOCOS NORTE,City of Laoag,PH012812000,1498.0,279.0,18.62
1,ILOCOS NORTE,Marcos,PH012813000,257.0,177.0,68.87
1,ILOCOS NORTE,Nueva Era,PH012814000,193.0,95.0,49.22
1,ILOCOS NORTE,Pagudpud,PH012815000,375.0,188.0,50.13
1,ILOCOS NORTE,Paoay,PH012816000,226.0,96.0,42.48
1,ILOCOS NORTE,Pasuquin,PH012817000,449.0,236.0,52.56
1,ILOCOS NORTE,Piddig,PH012818000,438.0,269.0,61.42
1,ILOCOS NORTE,Pinili,PH012819000,259.0,177.0,68.34
1,ILOCOS NORTE,San Nicolas,PH012820000,676.0,124.0,18.34
1,ILOCOS NORTE,Sarrat,PH012821000,280.0,148.0,52.86
1,ILOCOS NORTE,Solsona,PH012822000,326.0,146.0,44.79
1,ILOCOS NORTE,Vintar,PH012823000,401.0,277.0,69.08
1,ILOCOS SUR,Alilem,PH012901000,100.0,68.0,68.0
1,ILOCOS SUR,Banayoyo,PH012902000,3.0,0.0,0.0
1,ILOCOS SUR,Bantay,PH012903000,371.0,79.0,21.29
1,ILOCOS SUR,Burgos,PH012904000,126.0,76.0,60.32
1,ILOCOS SUR,Cabugao,PH012905000,144.0,72.0,50.0
1,ILOCOS SUR,City of Candon,PH012906000,481.0,59.0,12.27
1,ILOCOS SUR,Caoayan,PH012907000,81.0,20.0,24.69
1,ILOCOS SUR,Cervantes,PH012908000,105.0,68.0,64.76
1,ILOCOS SUR,Galimuyod,PH012909000,39.0,14.0,35.9
1,ILOCOS SUR,Gregorio del Pilar,PH012910000,4.0,1.0,25.0
1,ILOCOS SUR,Lidlidda,PH012911000,27.0,15.0,55.56
1,ILOCOS SUR,Magsingal,PH012912000,273.0,121.0,44.32
1,ILOCOS SUR,Nagbukel,PH012913000,107.0,61.0,57.01
1,ILOCOS SUR,Narvacan,PH012914000,354.0,165.0,46.61
1,ILOCOS SUR,Quirino,PH012915000,128.0,65.0,50.78
1,ILOCOS SUR,Salcedo,PH012916000,144.0,69.0,47.92
1,ILOCOS SUR,San Emilio,PH012917000,142.0,84.0,59.15
1,ILOCOS SUR,San Esteban,PH012918000,145.0,62.0,42.76
1,ILOCOS SUR,San Ildefonso,PH012919000,86.0,24.0,27.91
1,ILOCOS SUR,San Juan,PH012920000,291.0,131.0,45.02
1,ILOCOS SUR,San Vicente,PH012921000,182.0,53.0,29.12
1,ILOCOS SUR,Santa,PH012922000,88.0,28.0,31.82
1,ILOCOS SUR,Santa Catalina,PH012923000,67.0,26.0,38.81
1,ILOCOS SUR,Santa Cruz,PH012924000,253.0,78.0,30.83
1,ILOCOS SUR,Santa Lucia,PH012925000,182.0,76.0,41.76
1,ILOCOS SUR,Santa Maria,PH012926000,290.0,110.0,37.93
1,ILOCOS SUR,Santiago,PH012927000,226.0,65.0,28.76
1,ILOCOS SUR,Santo Domingo,PH012928000,230.0,91.0,39.57
1,ILOCOS SUR,Sigay,PH012929000,1.0,0.0,0.0
1,ILOCOS SUR,Sinait,PH012930000,239.0,105.0,43.93
1,ILOCOS SUR,Sugpon,PH012931000,87.0,64.0,73.56
1,ILOCOS SUR,Suyo,PH012932000,115.0,56.0,48.7
1,ILOCOS SUR,Tagudin,PH012933000,358.0,135.0,37.71
1,ILOCOS SUR,City of Vigan,PH012934000,644.0,36.0,5.59
6,ILOILO,Ajuy,PH063001000,154.0,43.0,27.92
6,ILOILO,Alimodian,PH063002000,76.0,22.0,28.95
6,ILOILO,Anilao,PH063003000,90.0,45.0,50.0
6,ILOILO,Badiangan,PH063004000,16.0,4.0,25.0
6,ILOILO,Balasan,PH063005000,178.0,51.0,28.65
6,ILOILO,Banate,PH063006000,68.0,22.0,32.35
6,ILOILO,Barotac Nuevo,PH063007000,241.0,59.0,24.48
6,ILOILO,Barotac Viejo,PH063008000,160.0,50.0,31.25
6,ILOILO,Batad,PH063009000,104.0,34.0,32.69
6,ILOILO,Bingawan,PH063010000,16.0,9.0,56.25
6,ILOILO,Cabatuan,PH063012000,119.0,26.0,21.85
6,ILOILO,Calinog,PH063013000,187.0,69.0,36.9
6,ILOILO,Carles,PH063014000,280.0,131.0,46.79
6,ILOILO,Concepcion,PH063015000,46.0,20.0,43.48
6,ILOILO,Dingle,PH063016000,146.0,80.0,54.79
6,ILOILO,Dueñas,PH063017000,162.0,98.0,60.49
6,ILOILO,Dumangas,PH063018000,167.0,56.0,33.53
6,ILOILO,Estancia,PH063019000,97.0,25.0,25.77
6,ILOILO,Guimbal,PH063020000,133.0,31.0,23.31
6,ILOILO,Igbaras,PH063021000,110.0,41.0,37.27
6,ILOILO,City of Iloilo,PH063022000,8102.0,129.0,1.59
6,ILOILO,Janiuay,PH063023000,203.0,68.0,33.5
6,ILOILO,Lambunao,PH063025000,261.0,138.0,52.87
6,ILOILO,Leganes,PH063026000,160.0,21.0,13.12
6,ILOILO,Lemery,PH063027000,78.0,50.0,64.1
6,ILOILO,Leon,PH063028000,181.0,95.0,52.49
6,ILOILO,Maasin,PH063029000,69.0,18.0,26.09
6,ILOILO,Miagao,PH063030000,201.0,68.0,33.83
6,ILOILO,Mina,PH063031000,76.0,33.0,43.42
6,ILOILO,New Lucena,PH063032000,61.0,18.0,29.51
6,ILOILO,Oton,PH063034000,240.0,65.0,27.08
6,ILOILO,City of Passi,PH063035000,247.0,131.0,53.04
6,ILOILO,Pavia,PH063036000,318.0,25.0,7.86
6,ILOILO,Pototan,PH063037000,186.0,32.0,17.2
6,ILOILO,San Dionisio,PH063038000,57.0,27.0,47.37
6,ILOILO,San Enrique,PH063039000,63.0,18.0,28.57
6,ILOILO,San Joaquin,PH063040000,44.0,10.0,22.73
6,ILOILO,San Miguel,PH063041000,99.0,25.0,25.25
6,ILOILO,San Rafael,PH063042000,5.0,2.0,40.0
6,ILOILO,Santa Barbara,PH063043000,231.0,28.0,12.12
6,ILOILO,Sara,PH063044000,197.0,76.0,38.58
6,ILOILO,Tigbauan,PH063045000,123.0,48.0,39.02
6,ILOILO,Tubungan,PH063046000,183.0,90.0,49.18
6,ILOILO,Zarraga,PH063047000,110.0,17.0,15.45
2,ISABELA,Alicia,PH023101000,449.0,162.0,36.08
2,ISABELA,Angadanan,PH023102000,151.0,112.0,74.17
2,ISABELA,Aurora,PH023103000,88.0,23.0,26.14
2,ISABELA,Benito Soliven,PH023104000,4.0,1.0,25.0
2,ISABELA,Burgos,PH023105000,58.0,30.0,51.72
2,ISABELA,Cabagan,PH023106000,198.0,51.0,25.76
2,ISABELA,Cabatuan,PH023107000,268.0,122.0,45.52
2,ISABELA,City of Cauayan,PH023108000,714.0,165.0,23.11
2,ISABELA,Cordon,PH023109000,195.0,69.0,35.38
3,ISABELA,Dinapigue,PH023110000,11.0,5.0,45.45
2,ISABELA,Echague,PH023112000,299.0,127.0,42.47
2,ISABELA,Gamu,PH023113000,110.0,36.0,32.73
2,ISABELA,City of Ilagan,PH023114000,482.0,153.0,31.74
2,ISABELA,Jones,PH023115000,185.0,130.0,70.27
2,ISABELA,Luna,PH023116000,64.0,36.0,56.25
2,ISABELA,Delfin Albano,PH023118000,54.0,27.0,50.0
2,ISABELA,Mallig,PH023119000,118.0,43.0,36.44
2,ISABELA,Naguilian,PH023120000,152.0,70.0,46.05
8,ISABELA,Palanan,PH023121000,2.0,2.0,100.0
2,ISABELA,Quezon,PH023122000,76.0,27.0,35.53
2,ISABELA,Quirino,PH023123000,67.0,41.0,61.19
2,ISABELA,Ramon,PH023124000,109.0,43.0,39.45
2,ISABELA,Reina Mercedes,PH023125000,127.0,40.0,31.5
2,ISABELA,Roxas,PH023126000,187.0,86.0,45.99
2,ISABELA,San Agustin,PH023127000,25.0,12.0,48.0
2,ISABELA,San Guillermo,PH023128000,86.0,69.0,80.23
2,ISABELA,San Isidro,PH023129000,123.0,41.0,33.33
2,ISABELA,San Manuel,PH023130000,128.0,71.0,55.47
2,ISABELA,San Mariano,PH023131000,318.0,222.0,69.81
2,ISABELA,San Mateo,PH023132000,248.0,90.0,36.29
2,ISABELA,San Pablo,PH023133000,83.0,27.0,32.53
2,ISABELA,Santa Maria,PH023134000,73.0,42.0,57.53
2,ISABELA,City of Santiago,PH023135000,802.0,96.0,11.97
2,ISABELA,Santo Tomas,PH023136000,45.0,17.0,37.78
2,ISABELA,Tumauini,PH023137000,377.0,152.0,40.32
14,KALINGA,Balbalan,PH143201000,286.0,161.0,56.29
14,KALINGA,Lubuagan,PH143206000,377.0,183.0,48.54
14,KALINGA,Pasil,PH143208000,460.0,315.0,68.48
14,KALINGA,Pinukpuk,PH143209000,1270.0,927.0,72.99
14,KALINGA,Rizal,PH143211000,603.0,335.0,55.56
14,KALINGA,City of Tabuk,PH143213000,3628.0,1345.0,37.07
14,KALINGA,Tanudan,PH143214000,236.0,176.0,74.58
14,KALINGA,Tinglayan,PH143215000,473.0,296.0,62.58
1,LA UNION,Agoo,PH013301000,457.0,89.0,19.47
1,LA UNION,Aringay,PH013302000,303.0,108.0,35.64
1,LA UNION,Bacnotan,PH013303000,278.0,50.0,17.99
1,LA UNION,Bagulin,PH013304000,76.0,7.0,9.21
1,LA UNION,Balaoan,PH013305000,286.0,81.0,28.32
1,LA UNION,Bangar,PH013306000,316.0,85.0,26.9
